219.6387 54.4318
215.5263 58.86876
209.8334 53.45467
191.9325 49.52319
178.5189 47.81263
174.8615 49.56157
187.2893 50.59358
184.3534 56.40813
182.0658 53.07574
174.5088 54.70646
175.5951 65.83895
163.3101 67.1932
168.4919 68.26172
174.2666 58.60036
186.3264 61.85674
195.7195 62.42072
204.2431 64.48618
198.1786 71.75571
189.5092 66.40757
180.8115 56.90299
178.1836 65.58802
192.8299 65.6014
201.2106 71.37095
218.9954 69.3252
220.5368 66.47728
216.4033 66.03357
207.8503 69.47993
208.8641 76.0974
210.6539 77.90615
213.4834 74.52622
209.8058 82.12507
217.0992 79.3219
227.5817 73.02875
227.9129 75.86092
225.3661 78.21485
221.8748 88.11913
217.2987 87.37849
195.4893 94.39932
188.3232 93.82093
192.6023 97.6351
182.6494 95.01674
175.4888 98.04564
183.4075 96.9715
191.9764 98.53072
194.9458 100.6623
208.934 95.29374
202.3116 96.26769
193.3357 95.08908
179.862 99.06109
185.6226 99.78439
193.648 95.24721
203.1914 99.38188
197.2732 94.80875
184.0039 95.77225
181.1828 103.3558
189.2934 95.54773
198.8291 95.88993
195.2027 94.14621
178.2477 102.4814
178.7764 106.0206
162.8233 112.7965
167.5365 111.1028
155.4837 115.3502
153.3149 119.8535
160.8396 122.0397
155.1882 122.7066
156.5709 128.0013
165.0876 124.5227
166.3012 125.1649
161.098 124.8614
171.6818 130.7652
182.4068 130.4621
182.3625 132.8443
175.5159 128.5637
170.4467 132.0485
171.366 128.3265
152.9639 137.8497
148.2604 137.3064
147.5917 133.4348
128.8229 137.0408
134.1896 129.3204
143.7382 135.6756
148.0981 139.8848
150.1743 140.7954
164.2142 138.9856
168.2644 141.6655
146.0479 147.5143
138.8839 144.9423
147.1739 143.985
149.2271 145.3182
152.3096 147.1691
154.8617 156.2705
162.0904 143.8056
152.4203 141.8407
150.4509 141.8073
147.847 146.6305
143.3999 156.1272
139.2072 155.2325
156.1725 152.7898
167.5731 153.0966
